angDist,_RAJ2000,_DEJ2000,recno,ASAS,Per,Vmax,Vamp,Class,GCVS,LC,_RA,_DE,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
0.340390,22.9107,-70.93292,559,013139-7056.0,70.5,9.36,0.15,MISC,,LC,22.9107,-70.9329,Gaia DR3 4688020613914914816,22.91095164574,-70.93296671596,0.000,0.000,57,1636148068921376768,4688020613914914816,655062544,0.0127,0.0122,2.0824,0.0134,155.3599,12.805,11.613,0.015,5.395,0.016,0.0959,0.2954,-0.3262,0.0340,-0.0124,0.0278,0.1716,-0.0177,-0.1048,0.0238,366,366,364,2,2.9882,8.6396e+02,0.107,1.3567e+01,31,1,1.426,,,,,,,,41,27,0.022289,44,2.873e-02,1.083e+02,0,0,1.113,0,382,6081562.12883,1.08912e+04,5.58394e+02,8.727329,0.003372,44,2.37315e+06,1.35561e+04,1.75061e+02,9.400230,0.006801,43,5.29008e+06,2.35814e+04,2.24333e+02,7.939240,0.006141,1.260,0,42,0,41,0,1.460991,0.672901,0.788090,3.68,3.87,1,15,7,14,2.2753e+02,9.1842e+01,0.000000,810.593,29.64,4500.0,3.0,0.25,222,17.1018,0.5385,8,7.631596,0.016200,8,2.622520e+02,NOT_AVAILABLE,0.000000,0.000000,0.999918,4836.0,4828.3,4841.0,2.5718,2.5278,2.5880,0.2478,0.2301,0.2567,477.0871,472.0130,508.3167,0.7596,0.7515,0.7664,0.5828,0.5765,0.5882,0.3039,0.3005,0.3068,MARCS,22.91079364496,-70.93299069297,0.250899,0.253031,0.0208
0.854452,22.9191,-49.95542,560,013140-4957.3,0.46042,12.23,1.05,RRAB,NSV00539,LC,22.9191,-49.9554,Gaia DR3 4929368054776557184,22.91941933730,-49.95530116583,0.000,0.000,149,1636148068921376768,4929368054776557184,1037110985,0.0097,0.0108,0.4025,0.0136,29.5454,31.837,31.819,0.012,-1.079,0.014,-0.1934,0.1432,-0.0844,-0.0865,-0.1068,-0.0771,0.2756,0.0579,-0.2434,-0.2378,496,372,495,1,5.9781,1.1365e+03,0.105,1.5381e+01,31,1,1.619,,,,,,,,57,29,0.020384,72,6.429e-02,4.851e+01,0,0,1.196,0,575,161099.30059,1.53206e+03,1.05152e+02,12.669633,0.010687,68,9.86004e+04,3.32564e+03,2.96486e+01,12.853846,0.036726,68,8.92385e+04,1.89401e+03,4.71162e+01,12.371515,0.023352,1.166,0,22,0,21,0,0.482330,0.184213,0.298118,89.54,1.91,2,37,6,26,2.2703e+01,,,996.193,,6500.0,3.0,-2.00,110,,,,12.155046,0.050743,31,,VARIABLE,0.000000,0.000000,0.999783,7030.2,6921.2,7093.7,3.5839,3.5455,3.6098,-0.5078,-0.5710,-0.4767,1962.2256,1907.7926,2025.7988,0.1343,0.0881,0.1622,0.1200,0.0786,0.1454,0.0646,0.0423,0.0782,A,22.91919953524,-49.95529636831,0.190227,0.216009,-0.2317
0.178235,23.000835,-16.82341,561,013200-1649.4,98.3,11.38,0.32,MISC,,LC,23.0008,-16.8234,Gaia DR3 2450902166677712512,23.00078995096,-16.82343432683,0.000,0.000,73,1636148068921376768,2450902166677712512,1508318084,0.0819,0.0561,0.9991,0.1130,8.8429,12.044,7.934,0.100,-9.062,0.056,0.2659,0.2754,-0.0031,-0.1268,0.1006,-0.1404,0.0957,0.1826,-0.0236,0.2427,489,489,489,0,27.3290,2.9810e+04,0.919,6.6687e+02,31,0,1.171,,,,,,,,55,21,0.141058,61,7.388e-03,9.039e+01,3,0,1.996,0,498,4625708.10271,1.60310e+04,2.88547e+02,9.024422,0.004664,52,2.97829e+05,2.87560e+03,1.03571e+02,11.653624,0.010848,55,7.34292e+06,5.39997e+04,1.35981e+02,7.583224,0.008834,1.652,0,52,0,1,0,4.070400,2.629202,1.441198,26.86,0.36,1,19,4,14,3.1138e+02,5.1381e+00,0.000000,915.281,4.03,3400.0,2.5,0.50,111,,,,7.214860,0.027961,13,3.223036e+02,VARIABLE,0.000000,0.000000,0.999999,,,,,,,,,,,,,,,,,,,,,,,23.00075311403,-16.82339404948,1.601541,0.885455,0.2596
0.293250,23.113365,-49.90531,562,013227-4954.3,0.45495,11.36,0.22,ESD/EC,,LC,23.1134,-49.9053,Gaia DR3 4917364720696443648,23.11331862258,-49.90523421569,0.001,0.001,127,1636148068921376768,4917364720696443648,860782874,1.2534,1.2025,,,,,,,,,-0.1548,,,,,,,,,,486,486,486,0,1734.5649,2.6987e+07,17.554,5.3269e+05,3,0,,,,,,,,,55,29,2.320395,70,1.749e-01,2.485e+01,44,0,,0,568,523176.39320,3.39276e+03,1.54204e+02,11.390746,0.007561,64,3.20629e+05,2.33432e+03,1.37354e+02,11.573537,0.008383,63,3.88889e+05,2.49435e+03,1.55908e+02,10.773331,0.007923,1.356,0,0,0,0,0,0.800206,0.182791,0.617415,24.50,1.65,1,35,10,25,6.9679e+01,1.7724e+01,0.000000,995.943,27.79,5750.0,3.5,0.00,222,17.1326,24.9493,17,10.619291,0.017230,21,7.293961e+01,NOT_AVAILABLE,0.000000,0.000000,0.999806,,,,,,,,,,,,,,,,,,,,,,,23.11331862258,-49.90523421569,1.253444,1.202501,-0.1548
0.230141,23.391765,-75.20748,564,013334-7512.4,311.0,9.57,3.32,MIRA,RY Hyi,LC,23.3918,-75.2075,Gaia DR3 4637818081221731200,23.39179959540,-75.20754331483,0.000,0.000,133,1636148068921376768,4637818081221731200,298287833,0.0453,0.0452,0.7412,0.0482,15.3741,5.450,-3.691,0.057,-4.010,0.062,-0.0294,0.1267,-0.1295,-0.0150,0.0950,-0.0099,0.2012,-0.0605,-0.1159,-0.0459,328,328,324,4,-1.2045,7.0923e+03,0.533,2.0244e+02,31,0,1.131,,,,,,,,38,27,0.086986,43,1.482e-01,1.138e+02,4,0,0.952,0,333,6854395.20069,1.82941e+05,3.74678e+01,8.597444,0.029109,41,1.54887e+05,2.69380e+04,5.74977e+00,12.363502,0.188852,40,1.22216e+07,7.76526e+05,1.57388e+01,7.030075,0.069088,1.806,0,4,0,0,0,5.333426,3.766058,1.567369,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.000000,0.000000,0.999999,,,,,,,,,,,,,,,,,,,,,,,23.39186383998,-75.20752549261,0.925888,0.985500,-0.0448
0.474196,23.514015,-43.24179,566,013404-4314.5,53.2,9.88,0.43,MISC,SZ Phe,LC,23.514,-43.2418,Gaia DR3 4958846992308973184,23.51419565301,-43.24179564199,0.000,0.000,155,1636148068921376768,4958846992308973184,1776082098,0.0184,0.0221,0.9766,0.0292,33.4823,12.202,-6.844,0.023,-10.101,0.027,-0.2205,0.0725,0.0724,0.0275,-0.0738,0.0317,0.1169,0.0955,-0.1469,-0.2256,626,626,621,5,5.2553,3.2751e+03,0.295,6.3242e+01,31,0,1.224,,,,,,,,71,31,0.039309,94,3.209e-02,1.518e+02,0,0,1.153,0,763,10302860.95636,1.99032e+04,5.17648e+02,8.154972,0.003463,84,1.24741e+06,1.37387e+04,9.07958e+01,10.098515,0.012279,83,1.48123e+07,7.81338e+04,1.89576e+02,6.821341,0.006862,1.559,0,5,0,0,0,3.277174,1.943542,1.333632,-14.25,0.24,1,36,0,22,6.5558e+02,1.3559e+01,0.000000,976.365,3.87,3700.0,3.0,1.00,111,16.1977,0.5439,26,6.352889,0.012152,36,,VARIABLE,0.000000,0.000000,0.999964,3651.6,3636.6,3704.2,0.6382,0.6151,0.7193,0.4704,0.4700,0.4733,1225.1100,1116.3394,1256.8439,2.3593,2.2603,2.5787,1.4758,1.4172,1.6313,0.9096,0.8673,0.9759,MARCS,23.51423740805,-43.24175074644,0.359240,0.431200,-0.2309
0.683955,23.528025,-10.23431,567,013407-1014.1,176.0,11.0,4.4,MIRA,ER Cet,LC,23.528,-10.2343,Gaia DR3 2464673859052759424,23.52783302795,-10.23433013283,0.000,0.000,74,1636148068921376768,2464673859052759424,1373363454,0.0346,0.0241,0.1096,0.0436,2.5152,6.758,4.688,0.046,-4.866,0.026,0.2270,0.1854,-0.3474,0.0112,-0.1918,-0.0261,-0.2585,0.1169,0.1879,0.2147,331,331,329,2,12.4815,3.4227e+03,0.295,9.4634e+01,31,1,1.291,,,,,,,,38,17,0.066311,66,3.852e-01,9.041e+01,3,0,1.527,0,443,252246.02714,5.94904e+03,4.24011e+01,12.182806,0.025754,38,1.97635e+04,1.42021e+03,1.39159e+01,14.598881,0.078071,62,4.20267e+05,2.19302e+04,1.91639e+01,10.689083,0.056781,1.744,0,2,0,0,0,3.909798,2.416075,1.493723,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.000000,0.000000,0.999948,3626.9,3624.2,3644.6,0.6225,0.6183,0.6495,0.5001,0.5000,0.5009,5926.2495,5771.5435,5991.4883,3.3611,3.3261,3.4371,2.0470,2.0262,2.0987,1.2895,1.2770,1.3120,MARCS,23.52781185356,-10.23430850404,0.755495,0.422661,0.2092
0.370881,23.548425,-50.44236,569,013412-5026.5,0.336951,12.36,0.46,RRC,,LC,23.5484,-50.4424,Gaia DR3 4917277962356593664,23.54855384265,-50.44242229613,0.000,0.000,159,1636148068921376768,4917277962356593664,226946686,0.0090,0.0099,0.4161,0.0122,34.2401,28.744,-7.598,0.011,-27.721,0.012,-0.0854,-0.0348,-0.0280,-0.0415,-0.0080,-0.0473,0.2845,-0.0238,-0.1989,-0.0727,495,487,492,3,2.8221,1.0927e+03,0.098,1.4551e+01,31,1,1.644,,,,,,,,57,30,0.017330,71,4.232e-02,1.424e+02,0,0,1.091,0,587,206568.79718,1.02116e+03,2.02288e+02,12.399705,0.006033,65,1.29970e+05,2.30313e+03,5.64317e+01,12.553939,0.019441,65,1.13837e+05,1.21063e+03,9.40313e+01,12.107189,0.012149,1.180,0,1,0,0,0,0.446750,0.154234,0.292516,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.000000,0.000000,0.999748,6893.8,6864.0,6925.8,3.3268,3.3037,3.3498,-0.6127,-0.6162,-0.6103,2265.3381,2210.7366,2322.7607,0.0443,0.0300,0.0595,0.0393,0.0266,0.0529,0.0211,0.0143,0.0285,PHOENIX,23.54860686729,-50.44229909087,0.174554,0.191281,-0.0690
0.821051,23.58483,-64.51874,571,013420-6431.1,40.4,9.0,0.21,MISC,CC Hyi,LC,23.5848,-64.5187,Gaia DR3 4711257967533550592,23.58446185801,-64.51890410854,0.000,0.000,78,1636148068921376768,4711257967533550592,136720389,0.0163,0.0155,0.8689,0.0181,48.0278,17.367,1.625,0.022,-17.291,0.020,0.0214,0.2172,-0.2011,-0.1650,0.0920,-0.1204,0.0302,-0.0757,-0.2271,0.0930,375,375,371,4,-0.1520,7.4468e+02,0.141,1.1501e+01,31,1,1.302,,,,,,,,43,28,0.031384,49,1.154e-02,1.482e+02,0,0,0.993,0,406,11398458.02998,1.63949e+04,6.95243e+02,8.045252,0.003167,47,2.56832e+06,1.83780e+04,1.39750e+02,9.314420,0.008255,47,1.34361e+07,5.23059e+04,2.56876e+02,6.927209,0.005670,1.404,0,4,0,0,0,2.387211,1.269168,1.118043,-3.55,0.15,1,22,0,20,4.9241e+02,8.4157e-01,0.000000,970.982,1.21,3700.0,0.5,0.00,440,10.1427,0.5991,19,6.442522,0.009977,21,,VARIABLE,0.000000,0.000000,0.999488,,,,,,,,,,,,,,,,,,,,,,,23.58444507048,-64.51882726112,0.356261,0.316644,0.1056
0.677780,23.607945,-18.97435,572,013426-1858.5,258.0,10.22,2.05,MIRA,AP Cet,LC,23.6079,-18.9743,Gaia DR3 5140229405453136000,23.60775333169,-18.97440092664,0.000,0.000,62,1636148068921376768,5140229405453136000,1493242911,0.0712,0.0541,0.8733,0.0979,8.9182,13.502,-5.144,0.108,-12.484,0.061,0.4249,0.0483,0.0626,-0.1500,0.1586,-0.1546,-0.0506,0.0779,0.0033,0.2302,591,591,581,10,20.8614,2.8773e+04,0.865,4.8682e+02,95,0,,1.0609,0.0153,-0.040,0.041,-0.028,0.046,0.141,67,22,0.151140,83,1.091e-01,8.415e+01,0,0,1.674,0,671,6429528.03593,9.26416e+04,6.94022e+01,8.666919,0.015885,75,1.94393e+05,1.57354e+04,1.23539e+01,12.116841,0.087931,75,1.13820e+07,5.76231e+05,1.97526e+01,7.107344,0.055097,1.801,0,35,0,0,0,5.009497,3.449923,1.559575,-47.74,0.34,1,38,6,14,6.7873e+02,7.0300e+00,0.000000,916.279,6.34,3100.0,3.5,1.00,111,,,,6.367137,0.087188,31,4.227681e+02,VARIABLE,0.000000,0.000000,0.999998,3253.0,3250.5,3317.9,-0.2414,-0.2601,-0.1239,0.7185,0.6739,0.7416,4190.1821,3334.4526,4450.7012,0.8660,0.7325,1.8398,0.4724,0.4001,1.0135,0.3894,0.3306,0.7991,MARCS,23.60777750774,-18.97434544429,1.721276,0.986056,0.2452
0.577293,23.653245,-39.46967,573,013437-3928.2,0.145186,12.09,0.23,DSCT,,LC,23.6532,-39.4697,Gaia DR3 5008649749447839872,23.65344446354,-39.46971478630,0.000,0.000,150,1636148068921376768,5008649749447839872,1360850456,0.0083,0.0103,3.9133,0.0160,244.5098,38.925,36.557,0.010,13.370,0.012,-0.3708,0.0523,0.0966,-0.0532,-0.0523,-0.0328,0.2503,0.1284,-0.2778,-0.3360,810,810,788,22,19.2175,3.0553e+03,0.129,4.0250e+01,95,0,,1.5256,0.0024,-0.041,0.062,-0.027,0.069,-0.046,93,28,0.018891,113,1.883e-02,1.282e+02,0,0,1.523,0,933,305624.05912,6.40883e+02,4.76880e+02,11.974398,0.003574,102,1.51552e+05,1.01219e+03,1.49727e+02,12.387140,0.007770,102,2.19674e+05,1.32330e+03,1.66005e+02,11.393447,0.007554,1.215,0,0,0,0,0,0.993693,0.412743,0.580951,25.20,10.32,1,52,7,28,5.9120e+01,8.1131e+01,0.000000,982.693,234.50,5500.0,4.5,0.00,333,92.7080,58.8851,13,11.157030,0.016831,44,6.042689e+01,VARIABLE,0.000000,0.000000,0.999561,5595.0,5587.8,5609.1,4.3298,4.3268,4.3336,-0.0141,-0.0235,-0.0025,253.2241,252.1101,254.2346,0.3468,0.3407,0.3551,0.2853,0.2802,0.2923,0.1525,0.1497,0.1562,MARCS,23.65323399138,-39.46977420888,0.156989,0.195856,-0.3377
0.437742,23.707395,-39.14999,574,013450-3909.0,0.288137,12.49,0.4,RRC/EC,,LC,23.7074,-39.15,Gaia DR3 5008690220921523968,23.70755172306,-39.14998627599,0.000,0.000,154,1636148068921376768,5008690220921523968,458796859,0.0066,0.0090,1.0162,0.0125,81.3743,12.361,9.343,0.008,-8.094,0.010,-0.4222,0.0792,-0.0759,-0.0128,-0.0502,0.0133,0.0637,0.0207,-0.1949,-0.3430,751,706,741,10,2.2575,1.3072e+03,0.075,1.0709e+01,31,1,1.601,,,,,,,,85,28,0.015330,103,2.142e-02,1.047e+02,0,0,1.059,0,884,181962.53542,7.07024e+02,2.57364e+02,12.537412,0.005039,102,1.04909e+05,1.23792e+03,8.47462e+01,12.786507,0.013112,102,1.09106e+05,1.22729e+03,8.88996e+01,12.153278,0.012784,1.176,0,1,0,0,0,0.633228,0.249095,0.384133,13.26,11.87,1,49,13,24,3.1167e+01,5.3816e+01,0.000000,982.193,373.75,6500.0,2.0,0.50,111,,,,11.976273,0.026732,36,,VARIABLE,0.000000,0.000000,0.000001,6283.0,6279.1,6286.9,3.9247,3.9227,3.9267,0.0825,0.0798,0.0855,955.6424,952.8041,958.2718,0.0006,0.0001,0.0019,0.0005,0.0001,0.0016,0.0003,0.0000,0.0009,MARCS,23.70749817484,-39.14995030462,0.128618,0.165196,-0.3432
0.811063,23.76243,-82.92897,575,013503-8255.7,49.2,11.97,0.44,MISC,,LC,23.7624,-82.929,Gaia DR3 4618196746468267776,23.76329385537,-82.92877138148,0.000,0.000,104,1636148068921376768,4618196746468267776,518016061,0.0184,0.0172,0.3214,0.0184,17.5004,10.997,10.706,0.024,2.513,0.025,-0.0392,0.1968,-0.4006,-0.1288,-0.0064,-0.0594,0.0213,-0.0881,-0.1037,0.0774,289,289,289,0,-2.5976,1.3202e+03,0.170,3.3822e+01,31,0,1.232,,,,,,,,33,23,0.036153,41,2.605e-02,1.639e+02,0,0,0.892,0,336,1240536.64543,4.64136e+03,2.67279e+02,10.453342,0.004908,36,1.62074e+05,3.21455e+03,5.04187e+01,12.314261,0.021714,36,1.73360e+06,1.48526e+04,1.16721e+02,9.150520,0.010040,1.528,0,0,0,0,0,3.163741,1.860919,1.302822,-21.47,0.41,1,12,4,10,1.2576e+02,5.5600e+00,0.000000,869.803,3.87,3800.0,1.5,-0.50,222,10.0662,0.9098,6,8.696209,0.024426,6,,VARIABLE,0.000000,0.000000,0.999881,3748.8,3731.8,3811.2,0.6544,0.6269,0.7472,0.2633,0.2601,0.2744,3469.6113,3182.3435,3587.2854,2.8466,2.7682,3.0194,1.8320,1.7797,1.9576,1.0467,1.0195,1.0997,MARCS,23.76290733376,-82.92878254959,0.392534,0.402100,0.0843
0.944569,23.84847,-35.12858,576,013524-3507.7,0.63702,11.65,0.87,RRAB,VX Scl,LC,23.8485,-35.1286,Gaia DR3 5011834347435737344,23.84878779194,-35.12861591770,0.000,0.000,139,1636148068921376768,5011834347435737344,770351948,0.0117,0.0120,0.4896,0.0205,23.9154,44.601,36.337,0.012,-25.863,0.013,-0.1949,0.1120,0.0602,-0.1543,0.0177,-0.1223,0.2759,0.1408,-0.2298,-0.2061,705,705,686,19,21.9276,4.0799e+03,0.179,7.1608e+01,31,1,1.593,,,,,,,,80,26,0.020659,117,9.275e-02,1.239e+02,0,0,1.649,0,995,310471.29915,2.02376e+03,1.53413e+02,11.957314,0.007595,110,1.93479e+05,5.25310e+03,3.68315e+01,12.121957,0.029610,112,1.92325e+05,3.07132e+03,6.26198e+01,11.537804,0.017746,1.243,0,1,0,0,0,0.584153,0.164643,0.419510,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.000000,0.000000,0.999802,6426.4,6333.1,6674.5,3.1794,3.1204,3.3067,-0.8575,-0.8724,-0.8467,1891.8895,1674.9877,2005.1711,0.1332,0.0860,0.2452,0.1160,0.0747,0.2146,0.0628,0.0404,0.1160,PHOENIX,23.84859033127,-35.12850097162,0.196066,0.210027,-0.1938
0.599127,23.94954,-11.37472,578,013548-1122.5,218.0,9.58,1.5,MISC,BV 1647,LC,23.9495,-11.3747,Gaia DR3 2457804866316821248,23.94946722333,-11.37487035493,0.000,0.000,80,1636148068921376768,2457804866316821248,929732867,0.0484,0.0312,0.6807,0.0583,11.6678,6.332,1.355,0.068,-6.186,0.035,0.1689,0.0921,-0.3233,0.0437,-0.1060,0.0186,-0.1538,0.1852,0.1097,0.1134,277,277,277,0,3.4217,1.7058e+03,0.372,5.6219e+01,31,0,1.211,,,,,,,,32,17,0.096532,65,6.269e-02,1.660e+02,0,0,1.149,0,435,9843307.46702,9.80138e+04,1.00428e+02,8.204515,0.011157,56,8.23499e+05,2.55981e+04,3.21703e+01,10.549384,0.033865,56,1.52395e+07,2.23039e+05,6.83266e+01,6.790469,0.016334,1.632,0,1,0,0,0,3.758915,2.344870,1.414045,61.13,0.59,1,25,0,16,5.7041e+02,7.7674e+00,0.000000,909.859,8.85,3600.0,2.5,1.00,111,17.6297,1.9775,22,6.275609,0.070818,25,3.523495e+02,VARIABLE,0.000000,0.000000,0.999995,,,,,,,,,,,,,,,,,,,,,,,23.94946108052,-11.37484286245,1.109240,0.569780,0.1081
0.344414,24.09882,-65.0108,583,013624-6500.6,0.41796,11.99,0.42,EC,,LC,24.0988,-65.0108,Gaia DR3 4710995660995407488,24.09902590638,-65.01083983145,0.000,0.000,107,1636148068921376768,4710995660995407488,1039558271,0.0175,0.0157,1.7248,0.0188,91.5068,24.628,24.124,0.023,-4.959,0.019,-0.0725,0.1032,-0.1171,-0.1005,0.0087,-0.0685,0.0996,-0.1022,-0.1600,0.0654,358,358,358,0,18.0316,2.1461e+03,0.193,5.4019e+01,31,1,1.562,,,,,,,,41,26,0.032266,46,4.762e-02,1.125e+02,4,0,1.749,0,378,298761.26027,1.75356e+03,1.70375e+02,11.999056,0.006943,45,1.62261e+05,2.92499e+03,5.54739e+01,12.313009,0.019770,45,1.98999e+05,3.28026e+03,6.06657e+01,11.500768,0.018292,1.209,0,28,0,28,0,0.812242,0.313953,0.498288,58.01,5.62,1,23,3,19,3.5518e+01,1.5945e+01,0.000000,875.289,49.43,6000.0,3.0,0.25,222,44.8326,58.6799,18,11.285737,0.033174,19,3.528138e+01,VARIABLE,0.000000,0.000000,0.999831,6087.1,6064.5,6108.9,4.0915,4.0835,4.0999,0.3228,0.2924,0.3577,568.7123,562.0651,575.9412,0.0232,0.0085,0.0398,0.0195,0.0072,0.0336,0.0103,0.0038,0.0178,PHOENIX,24.09877210842,-65.01081779158,0.372470,0.300670,0.0733
0.126647,24.38847,-2.1402,587,013733-0208.4,0.83909,11.76,0.74,EC,,LC,24.3885,-2.1402,Gaia DR3 2484563642146922624,24.38850434593,-2.14020772085,0.000,0.000,66,1636148068921376768,2484563642146922624,509324807,0.0149,0.0107,2.5250,0.0191,131.9505,3.092,2.934,0.022,0.975,0.013,0.3861,-0.0141,-0.1011,0.0555,-0.1061,0.1628,-0.2870,-0.0699,0.2917,0.2423,408,408,404,4,0.6911,9.2235e+02,0.099,1.3463e+01,31,1,1.578,,,,,,,,46,19,0.030929,52,2.358e-02,6.376e+01,1,0,1.024,0,433,320605.94802,3.03545e+03,1.05621e+02,11.922438,0.010642,50,1.79011e+05,4.94237e+03,3.62197e+01,12.206343,0.030106,49,2.15019e+05,5.83196e+03,3.68691e+01,11.416704,0.029690,1.229,0,1,0,0,0,0.789639,0.283905,0.505733,21.59,31.73,1,24,6,16,3.8086e+01,7.1462e+01,0.000000,911.549,307.86,6000.0,1.5,0.75,111,,,,11.170993,0.062558,17,,VARIABLE,0.000000,0.000000,0.999728,,,,,,,,,,,,,,,,,,,,,,,24.38849129650,-2.14021205294,0.354242,0.205318,0.2273
0.626872,24.43491,-9.90266,588,013744-0954.2,0.56674,13.56,1.04,RRAB,,LC,24.4349,-9.9027,Gaia DR3 2464755394712068352,24.43506015640,-9.90275187778,0.000,0.000,53,1636148068921376768,2464755394712068352,1575323022,0.0160,0.0148,0.2133,0.0202,10.5544,15.003,13.416,0.022,-6.716,0.018,0.2634,0.2214,-0.1081,-0.0684,0.0065,-0.0683,-0.4974,-0.0114,0.1138,0.2234,270,0,269,1,2.6179,3.3310e+02,0.052,1.5481e+00,31,1,1.597,,,,,,,,32,17,0.031989,51,1.242e-01,6.684e+01,1,0,1.115,0,370,52253.99347,5.93456e+02,8.80504e+01,13.892068,0.012635,49,3.04660e+04,1.10118e+03,2.76668e+01,14.129004,0.039342,47,3.13033e+04,7.54991e+02,4.14618e+01,13.508920,0.026458,1.182,0,4,0,4,0,0.620084,0.236936,0.383148,11.35,4.04,2,18,3,11,7.3168e+00,,,910.038,,6250.0,2.5,-2.00,110,,,,13.181252,0.099132,15,,VARIABLE,0.000000,0.000000,0.999747,,,,,,,,,,,,,,,,,,,,,,,24.43499962858,-9.90272203094,0.354075,0.298354,0.2234
0.730949,24.76551,-78.67898,589,013904-7840.7,1.899,12.07,0.28,ESD/ED,,LC,24.7655,-78.679,Gaia DR3 4633373954005219200,24.76526625986,-78.67878267705,0.000,0.000,94,1636148068921376768,4633373954005219200,1323327593,0.0119,0.0096,0.9731,0.0111,87.3661,22.398,16.305,0.018,15.356,0.013,-0.0276,0.0753,-0.2651,-0.0448,0.0795,-0.0425,0.0591,-0.0094,-0.0529,-0.0199,321,321,321,0,0.2094,7.1014e+02,0.088,1.1099e+01,31,1,1.582,,,,,,,,37,27,0.025092,43,3.707e-02,9.899e+01,0,0,1.007,0,354,329921.29603,1.12936e+03,2.92132e+02,11.891341,0.004627,41,1.87102e+05,1.76727e+03,1.05871e+02,12.158346,0.010628,41,2.10125e+05,2.11975e+03,9.91274e+01,11.441701,0.011587,1.204,0,0,0,0,0,0.716645,0.267005,0.449640,-41.55,9.43,1,19,2,17,3.4975e+01,1.8669e+01,0.000000,973.969,103.49,6750.0,4.0,-0.25,555,79.7745,44.8425,15,11.238670,0.034746,17,3.391975e+01,VARIABLE,0.000000,0.000000,0.999969,6629.5,6577.6,6662.2,3.6268,3.6073,3.6426,-0.5029,-0.5188,-0.4860,958.7491,942.6442,977.7524,0.4159,0.3876,0.4346,0.3615,0.3365,0.3780,0.1954,0.1819,0.2043,A,24.76489710655,-78.67885092753,0.290881,0.205214,-0.0160
0.209733,24.84324,-33.07294,590,013922-3304.4,0.62201,12.67,0.51,RRAB,NSV 581,LC,24.8432,-33.0729,Gaia DR3 5015477957173310720,24.84328723010,-33.07298275217,0.000,0.000,113,1636148068921376768,5015477957173310720,544208736,0.0105,0.0092,0.4001,0.0158,25.3187,26.541,-3.910,0.011,-26.251,0.011,-0.1362,0.3535,0.5300,-0.1986,-0.1361,-0.1794,0.2471,0.2986,-0.1894,-0.1122,565,462,563,2,1.9399,9.9087e+02,0.084,9.5765e+00,31,1,1.586,,,,,,,,65,25,0.018252,94,5.342e-02,1.273e+02,0,0,1.058,0,801,145873.02808,6.40768e+02,2.27654e+02,12.777430,0.005508,93,8.47429e+04,1.32856e+03,6.37857e+01,13.018284,0.017249,91,8.80907e+04,8.68874e+02,1.01385e+02,12.385571,0.011356,1.185,0,3,0,2,0,0.632713,0.240854,0.391859,-25.80,2.02,2,43,4,23,2.6805e+01,,,922.764,,6000.0,2.5,-2.00,111,,,,12.200513,0.019678,39,,VARIABLE,0.000000,0.000000,0.999889,6411.0,6386.7,6434.7,3.3794,3.3615,3.3977,-0.7573,-0.7593,-0.7546,2102.9941,2060.7209,2143.1487,0.1586,0.1461,0.1722,0.1380,0.1270,0.1500,0.0748,0.0688,0.0813,MARCS,24.84330796884,-33.07286607996,0.174066,0.169031,-0.0953
